Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2020-03-06 06:12:37,false,"Easy Puppy 8","8.00","745","01:07:19","137","153","2.8","186","206","8:25","7:28","564","591","1.03","0.0","0.0","--","--","0.0","0.0","0.0","1:07:19","0:00","55.4","0:00","No","00:01.65","9","0.0"
Running,2020-03-05 07:00:04,false,"San Jose Running","1.01","102","00:07:53.8","144","154","2.0","185","194","7:51","7:29","10","16","1.11","0.0","0.0","--","--","0.0","0.0","0.0","7:53.8","0:00","55.4","0:00","No","00:02.44","2","0.0"
Running,2020-03-05 06:19:48,false,"Leland LT6 (3,3)","6.01","485","00:37:28","150","164","3.3","198","218","6:14","5:34","36","39","1.31","0.0","0.0","--","--","0.0","0.0","0.0","37:28","0:00","55.4","0:00","No","00:03.12","7","0.0"
Running,2020-03-05 06:09:45,false,"San Jose Running","1.00","86","00:08:20.8","126","152","1.3","192","204","8:19","7:22","10","20","1.01","0.0","0.0","--","--","0.0","0.0","0.0","8:20.8","0:00","68.0","0:00","No","00:01.80","2","0.0"
Running,2020-03-04 05:45:59,false,"San Jose ML12 ","12.01","1,013","01:30:23","142","157","3.1","191","213","7:32","6:36","272","266","1.12","0.0","0.0","--","--","0.0","0.0","0.0","1:30:23","0:00","50.0","0:00","No","00:02.26","13","0.0"
Running,2020-03-03 06:57:17,false,"San Jose Running","1.01","100","00:07:49.5","146","155","2.0","186","203","7:46","7:26","10","16","1.11","0.0","0.0","--","--","0.0","0.0","0.0","7:49.5","0:00","51.8","0:00","No","00:02.47","2","0.0"
Running,2020-03-03 06:17:07,false,"LT6 (3,3)","6.01","470","00:36:56","151","166","3.2","198","226","6:09","5:27","30","30","1.32","0.0","0.0","--","--","0.0","0.0","0.0","36:56","0:00","51.8","0:00","No","00:02.38","7","0.0"
Running,2020-03-03 06:07:50,false,"San Jose Running","1.00","86","00:08:06.6","129","151","1.5","192","206","8:05","7:23","13","16","1.04","0.0","0.0","--","--","0.0","0.0","0.0","8:06.6","0:00","71.6","0:00","No","00:01.92","2","0.0"
Running,2020-03-02 06:30:21,false,"San Jose EZ10k","6.20","568","00:51:05","138","157","2.7","188","203","8:14","7:29","381","377","1.04","0.0","0.0","--","--","0.0","0.0","0.0","51:05","0:00","57.2","0:00","No","01:35.72","7","0.0"
Running,2020-03-01 07:21:35,false,"San Jose Long 20 w 10 strides ","20.01","1,516","02:34:59","140","158","3.1","188","238","7:45","4:47","390","420","1.11","0.0","0.0","--","--","0.0","0.0","0.0","2:34:59","0:00","55.4","0:00","No","00:03.85","21","0.0"
Running,2020-02-29 07:26:03,false,"T10","10.10","801","01:06:22","149","163","3.5","195","225","6:34","5:47","30","56","1.25","0.0","0.0","--","--","0.0","0.0","0.0","1:06:22","0:00","60.8","0:00","No","00:43.12","11","0.0"
Running,2020-02-28 06:33:08,false,"San Jose RC10k ","6.20","592","00:51:23","140","157","2.7","188","203","8:17","7:06","121","148","1.04","0.0","0.0","--","--","0.0","0.0","0.0","51:23","0:00","55.4","0:00","No","01:33.50","7","0.0"
Running,2020-02-27 07:03:59,false,"San Jose Running","1.01","105","00:07:57.0","150","168","2.1","183","199","7:53","7:00","7","13","1.11","0.0","0.0","--","--","0.0","0.0","0.0","7:57.0","0:00","53.6","0:00","No","00:03.54","2","0.0"
Running,2020-02-27 06:23:18,false,"Leland LT6 (3,2,1)","6.01","451","00:36:45","145","157","3.1","199","218","6:07","5:10","16","23","1.32","0.0","0.0","--","--","0.0","0.0","0.0","36:45","0:00","51.8","0:00","No","00:01.72","7","0.0"
Running,2020-02-27 06:13:21,false,"San Jose Running","1.01","101","00:08:12.9","141","150","2.0","192","209","8:09","7:26","10","20","1.03","0.0","0.0","--","--","0.0","0.0","0.0","8:12.9","0:00","68.0","0:00","No","00:02.47","2","0.0"
Running,2020-02-26 05:47:48,false,"Leland ML12 ","12.00","1,003","01:33:41","139","160","2.8","189","207","7:48","7:02","16","33","1.09","0.0","0.0","--","--","0.0","0.0","0.0","1:33:41","0:00","50.0","0:00","No","00:02.17","13","0.0"
Running,2020-02-25 07:07:27,false,"San Jose Running","1.01","99","00:08:22.8","137","148","1.7","185","193","8:20","7:49","13","13","1.04","0.0","0.0","--","--","0.0","0.0","0.0","8:22.8","0:00","50.0","0:00","No","00:02.43","2","0.0"
Running,2020-02-25 06:26:55,false,"Leland LT6 ","6.01","488","00:38:43","150","165","3.3","198","218","6:26","5:46","--","--","1.26","0.0","0.0","--","--","0.0","0.0","0.0","38:43","0:00","50.0","0:00","No","00:04.13","7","0.0"
Running,2020-02-25 06:16:17,false,"San Jose Running","1.00","103","00:08:41.0","140","159","2.0","188","204","8:39","8:06","7","16","0.99","0.0","0.0","--","--","0.0","0.0","0.0","8:41.0","0:00","64.4","0:00","No","00:02.44","2","0.0"
Running,2020-02-24 06:42:08,false,"San Jose RC10k ","6.20","625","00:55:06","143","162","2.9","186","202","8:53","7:26","128","151","0.97","0.0","0.0","--","--","0.0","0.0","0.0","55:06","0:00","57.2","0:00","No","01:41.48","7","0.0"
Running,2020-02-23 07:26:12,false,"San Jose Long 19","19.01","1,463","02:35:37","139","156","3.1","186","213","8:11","6:42","390","472","1.05","0.0","0.0","--","--","0.0","0.0","0.0","2:35:37","0:00","59.0","0:00","No","00:02.53","20","0.0"
Running,2020-02-22 08:28:17,false,"San Jose Running","1.01","103","00:08:41.5","137","145","1.9","181","192","8:38","7:22","7","16","1.03","0.0","0.0","--","--","0.0","0.0","0.0","8:41.5","0:00","60.8","0:00","No","00:02.62","2","0.0"
Running,2020-02-22 07:24:54,false,"Leland T9 ","9.01","761","01:00:11","151","165","3.8","196","224","6:41","5:48","23","49","1.23","0.0","0.0","--","--","0.0","0.0","0.0","1:00:11","0:00","60.8","0:00","No","00:04.16","10","0.0"
Running,2020-02-21 06:27:19,false,"San Jose RC10k ","6.21","561","00:52:59","135","151","2.5","188","201","8:32","7:23","128","138","1.01","0.0","0.0","--","--","0.0","0.0","0.0","52:59","0:00","55.4","0:00","No","01:42.86","7","0.0"
Running,2020-02-20 07:25:45,false,"San Jose Running","1.00","104","00:07:39.6","156","167","2.2","187","198","7:37","7:13","7","20","1.13","0.0","0.0","--","--","0.0","0.0","0.0","7:39.6","0:00","50.0","0:00","No","00:02.15","2","0.0"
Running,2020-02-20 06:44:26,false,"Leland LT6 (3,2,1)","6.01","490","00:37:00","155","171","3.5","200","221","6:09","5:04","16","23","1.31","0.0","0.0","--","--","0.0","0.0","0.0","37:00","0:00","50.0","0:00","No","00:02.73","7","0.0"
Running,2020-02-20 06:34:35,false,"San Jose Running","1.01","89","00:08:19.3","129","145","1.4","194","206","8:16","7:01","10","23","1.00","0.0","0.0","--","--","0.0","0.0","0.0","8:19.3","0:00","64.4","0:00","No","00:02.98","2","0.0"
Running,2020-02-19 05:47:13,false,"San Jose ML12","12.01","942","01:33:44","136","158","2.8","190","204","7:48","1:22","26","49","1.09","0.0","0.0","--","--","0.0","0.0","0.0","1:33:44","0:00","46.4","0:00","No","00:06.35","13","0.0"
Running,2020-02-18 07:10:14,false,"San Jose Running","1.01","106","00:08:16.8","149","163","2.1","183","196","8:14","7:50","7","20","1.07","0.0","0.0","--","--","0.0","0.0","0.0","8:16.8","0:00","51.8","0:00","No","00:02.39","2","0.0"
Running,2020-02-18 06:29:36,false,"Leland LT6 (3,3)","6.01","473","00:37:36","151","166","3.3","199","230","6:15","5:35","3","3","1.29","0.0","0.0","--","--","0.0","0.0","0.0","37:36","0:00","50.0","0:00","No","00:03.46","7","0.0"
Running,2020-02-18 06:19:49,false,"San Jose Running","1.01","73","00:08:10.6","118","141","0.9","192","206","8:07","7:25","10","16","1.03","0.0","0.0","--","--","0.0","0.0","0.0","8:10.6","0:00","73.4","0:00","No","00:03.46","2","0.0"
Running,2020-02-17 06:42:06,false,"San Jose RC10k ","6.20","506","00:52:59","130","140","2.2","189","204","8:33","7:32","131","144","1.00","0.0","0.0","--","--","0.0","0.0","0.0","52:59","0:00","57.2","0:00","No","01:37.79","7","0.0"
Running,2020-02-16 07:52:19,false,"San Jose Long 20 w 10 strides ","20.01","1,635","02:40:40","143","171","3.3","187","239","8:02","4:36","430","427","1.07","0.0","0.0","--","--","0.0","0.0","0.0","2:40:40","0:00","59.0","0:00","No","00:03.07","21","0.0"
Running,2020-02-15 07:12:01,false,"Leland T9","9.01","728","01:00:11","149","167","3.6","195","213","6:41","5:47","20","46","1.23","0.0","0.0","--","--","0.0","0.0","0.0","1:00:11","0:00","55.4","0:00","No","00:03.24","10","0.0"
Running,2020-02-14 06:40:40,false,"San Jose RC10k ","6.21","589","00:52:27","140","157","2.9","188","201","8:27","7:11","358","381","1.02","0.0","0.0","--","--","0.0","0.0","0.0","52:27","0:00","60.8","0:00","No","01:46.02","7","0.0"
Running,2020-02-13 07:10:20,false,"San Jose Running","1.01","108","00:08:26.8","147","164","2.1","183","196","8:24","7:54","7","16","1.05","0.0","0.0","--","--","0.0","0.0","0.0","8:26.8","0:00","53.6","0:00","No","00:02.06","2","0.0"
Running,2020-02-13 06:30:32,false,"Leland LT6 (3,3)","6.01","491","00:37:19","156","170","3.7","198","229","6:13","5:22","23","23","1.31","0.0","0.0","--","--","0.0","0.0","0.0","37:19","0:00","53.6","0:00","No","00:01.94","7","0.0"
Running,2020-02-13 06:19:37,false,"San Jose Running","1.00","90","00:08:35.5","128","140","1.2","191","204","8:34","7:22","10","16","0.98","0.0","0.0","--","--","0.0","0.0","0.0","8:35.5","0:00","68.0","0:00","No","00:01.37","2","0.0"
Running,2020-02-12 05:42:59,false,"Leland ML12 ","12.01","996","01:31:28","142","159","2.9","192","213","7:37","6:46","59","75","1.10","0.0","0.0","--","--","0.0","0.0","0.0","1:31:28","0:00","50.0","0:00","No","00:03.37","13","0.0"
Running,2020-02-11 07:08:45,false,"San Jose Running","1.01","110","00:08:19.8","154","163","2.2","185","196","8:17","7:50","7","16","1.05","0.0","0.0","--","--","0.0","0.0","0.0","8:19.8","0:00","55.4","0:00","No","00:02.46","2","0.0"
Running,2020-02-11 06:35:06,false,"Leland LT5 (4,1)","5.01","395","00:31:29","152","164","3.2","200","230","6:17","5:24","7","16","1.28","0.0","0.0","--","--","0.0","0.0","0.0","31:29","0:00","53.6","0:00","No","00:02.08","6","0.0"
Running,2020-02-11 06:25:21,false,"San Jose Running","1.01","96","00:08:03.9","142","152","2.0","197","211","8:01","7:16","10","16","1.02","0.0","0.0","--","--","0.0","0.0","0.0","8:03.9","0:00","68.0","0:00","No","00:01.78","2","0.0"
Running,2020-02-10 06:35:32,false,"San Jose RC10k ","6.20","530","00:54:16","135","158","2.4","188","202","8:45","7:55","118","141","0.98","0.0","0.0","--","--","0.0","0.0","0.0","54:16","0:00","57.2","0:00","No","01:41.03","7","0.0"
Running,2020-02-09 08:09:08,false,"San Jose LSD 19 w 10 strides ","19.01","1,368","02:43:19","133","159","3.0","185","221","8:36","5:40","469","489","1.01","0.0","0.0","--","--","0.0","0.0","0.0","2:43:19","0:00","60.8","0:00","No","00:02.55","20","0.0"
Running,2020-02-08 06:43:01,false,"San Jose GA8","8.01","622","00:57:46","139","153","3.0","192","230","7:13","5:53","36","52","1.16","0.0","0.0","--","--","0.0","0.0","0.0","57:46","0:00","53.6","0:00","No","00:02.20","9","0.0"
Running,2020-02-07 06:38:39,false,"San Jose RC10k ","6.20","583","00:54:49","139","162","2.7","187","204","8:50","7:49","138","144","0.97","0.0","0.0","--","--","0.0","0.0","0.0","54:49","0:00","53.6","0:00","No","01:47.55","7","0.0"
Running,2020-02-06 07:12:37,false,"San Jose Running","1.01","107","00:08:26.8","149","163","2.1","185","194","8:24","7:51","10","13","1.04","0.0","0.0","--","--","0.0","0.0","0.0","8:26.8","0:00","48.2","0:00","No","00:02.02","2","0.0"
Running,2020-02-06 06:37:50,false,"Leland LT5 (3,2)","5.01","396","00:31:44","153","165","3.2","198","229","6:20","5:04","16","10","1.28","0.0","0.0","--","--","0.0","0.0","0.0","31:44","0:00","48.2","0:00","No","00:03.24","6","0.0"
Running,2020-02-06 06:28:06,false,"San Jose Running","1.01","95","00:08:17.6","138","154","1.9","198","213","8:15","7:45","10","16","1.00","0.0","0.0","--","--","0.0","0.0","0.0","8:17.6","0:00","64.4","0:00","No","00:02.33","2","0.0"
Running,2020-02-05 05:50:00,false,"Leland ML11 ","11.01","867","01:29:55","136","152","2.7","188","207","8:10","6:56","49","66","1.05","0.0","0.0","--","--","0.0","0.0","0.0","1:29:55","0:00","46.4","0:00","No","00:05.67","12","0.0"
Running,2020-02-04 07:10:00,false,"San Jose Running","1.00","114","00:09:10.4","151","161","2.2","181","193","9:09","8:30","7","20","0.97","0.0","0.0","--","--","0.0","0.0","0.0","9:10.4","0:00","55.4","0:00","No","00:02.54","2","0.0"
Running,2020-02-04 06:46:36,false,"Leland LT3 (2,1)","3.00","232","00:19:10","150","164","2.8","196","221","6:23","5:32","23","20","1.29","0.0","0.0","--","--","0.0","0.0","0.0","19:10","0:00","57.2","0:00","No","00:01.16","4","0.0"
Running,2020-02-04 06:35:49,false,"San Jose Running","1.00","102","00:08:45.4","143","161","2.0","193","213","8:43","7:49","10","20","0.96","0.0","0.0","--","--","0.0","0.0","0.0","8:45.4","0:00","69.8","0:00","No","00:02.16","2","0.0"
Running,2020-02-03 06:41:10,false,"San Jose RC4","4.00","393","00:36:27","137","156","2.6","192","213","9:06","7:41","75","98","0.92","0.0","0.0","--","--","0.0","0.0","0.0","36:27","0:00","53.6","0:00","No","00:01.50","5","0.0"
Running,2020-02-02 07:47:34,false,"Leland RC10k","6.20","564","00:53:26","140","169","2.7","188","204","8:37","7:37","43","72","1.00","0.0","0.0","--","--","0.0","0.0","0.0","53:26","0:00","62.6","0:00","No","01:48.73","7","0.0"
Running,2020-02-01 08:15:14,false,"San Jose Running","1.00","108","00:09:11.5","139","150","2.0","187","196","9:10","8:23","13","10","0.94","0.0","0.0","--","--","0.0","0.0","0.0","9:11.5","0:00","51.8","0:00","No","00:01.46","2","0.0"
Running,2020-02-01 07:05:47,false,"Leland T9","9.01","707","01:00:39","147","168","3.4","199","227","6:44","5:41","30","39","1.20","0.0","0.0","--","--","0.0","0.0","0.0","1:00:39","0:00","51.8","0:00","No","00:01.47","10","0.0"
Running,2020-01-31 06:42:05,false,"San Jose RC10k ","6.20","636","00:55:49","143","161","3.0","189","213","9:00","7:59","128","141","0.94","0.0","0.0","--","--","0.0","0.0","0.0","55:49","0:00","53.6","0:00","No","01:44.40","7","0.0"
Running,2020-01-30 07:16:48,false,"San Jose Running","1.01","107","00:08:51.1","142","155","2.0","185","192","8:48","8:19","13","16","0.99","0.0","0.0","--","--","0.0","0.0","0.0","8:51.1","0:00","57.2","0:00","No","00:02.42","2","0.0"
Running,2020-01-30 06:48:03,false,"Leland LT4 (2,2)","4.01","318","00:25:22","150","168","3.1","200","248","6:20","5:21","3","13","1.27","0.0","0.0","--","--","0.0","0.0","0.0","25:22","0:00","57.2","0:00","No","00:01.82","5","0.0"
Running,2020-01-30 06:37:02,false,"San Jose Running","1.00","90","00:09:03.3","126","141","1.2","194","209","9:01","7:56","10","20","0.92","0.0","0.0","--","--","0.0","0.0","0.0","9:03.3","0:00","68.0","0:00","No","00:01.89","2","0.0"
Running,2020-01-29 05:58:42,false,"Leland ML11 ","11.00","948","01:28:51","141","160","3.0","189","230","8:04","6:40","36","52","1.05","0.0","0.0","--","--","0.0","0.0","0.0","1:28:51","0:00","48.2","0:00","No","00:01.83","12","0.0"
Running,2020-01-28 07:23:16,false,"San Jose Running","1.00","102","00:08:27.6","141","151","2.0","187","196","8:25","7:25","7","16","1.02","0.0","0.0","--","--","0.0","0.0","0.0","8:27.6","0:00","57.2","0:00","No","00:01.89","2","0.0"
Running,2020-01-28 06:47:02,false,"Leland LT5 (3,2)","5.01","408","00:31:25","157","171","3.4","198","249","6:16","5:09","23","26","1.30","0.0","0.0","--","--","0.0","0.0","0.0","31:25","0:00","57.2","0:00","No","00:02.57","6","0.0"
Running,2020-01-28 06:37:07,false,"San Jose Running","1.01","92","00:08:11.2","138","154","1.9","199","221","8:07","7:25","10","16","0.99","0.0","0.0","--","--","0.0","0.0","0.0","8:11.2","0:00","71.6","0:00","No","00:03.21","2","0.0"
Running,2020-01-27 06:39:55,false,"San Jose RC10k ","6.20","527","00:51:31","134","156","2.6","194","211","8:18","6:54","125","144","1.00","0.0","0.0","--","--","0.0","0.0","0.0","51:31","0:00","51.8","0:00","No","01:39.69","7","0.0"
Running,2020-01-26 09:19:21,false,"San Jose RC5k","3.10","267","00:29:05","127","146","1.7","188","236","9:23","8:02","30","59","0.91","0.0","0.0","--","--","0.0","0.0","0.0","29:05","0:00","69.8","0:00","No","00:56.15","4","0.0"
Running,2020-01-25 09:52:59,false,"San Jose Running","1.00","94","00:08:17.4","136","145","1.7","189","197","8:15","7:59","16","13","1.03","0.0","0.0","--","--","0.0","0.0","0.0","8:17.4","0:00","68.0","0:00","No","00:02.24","2","0.0"
Running,2020-01-25 09:28:26,false,"San Jose T5k","3.11","241","00:20:18","146","165","2.8","201","220","6:32","5:12","13","16","1.22","0.0","0.0","--","--","0.0","0.0","0.0","20:18","0:00","69.8","0:00","No","00:40.83","4","0.0"
Running,2020-01-24 12:00:02,false,"Cupertino GA8","8.01","714","01:04:57","147","168","--","191","214","8:07","6:46","150","143","1.04","0.0","0.0","--","--","0.0","0.0","0.0","1:04:57","0:00","0.0","0:00","No","00:01.86","9","0.0"
Running,2020-01-23 11:27:34,false,"Cupertino EZ7","7.01","574","00:59:17","137","158","2.7","188","206","8:28","6:46","124","121","1.01","0.0","0.0","--","--","0.0","0.0","0.0","59:17","0:00","0.0","0:00","No","00:02.53","8","0.0"
Running,2020-01-22 06:42:56,false,"San Jose EZ10k","6.20","577","00:54:15","136","153","2.9","188","211","8:45","7:44","125","151","0.98","0.0","0.0","--","--","0.0","0.0","0.0","54:15","0:00","57.2","0:00","No","01:36.45","7","0.0"
Running,2020-01-21 08:49:15,false,"San Jose RC5","5.01","472","00:47:12","134","158","2.2","187","204","9:26","7:45","98","108","0.91","0.0","0.0","--","--","0.0","0.0","0.0","47:12","0:00","64.4","0:00","No","00:03.52","6","0.0"
Running,2020-01-20 06:30:59,false,"中正區 RC5k","3.10","295","00:33:00","125","140","1.6","183","204","10:39","8:02","3","20","0.83","0.0","0.0","--","--","0.0","0.0","0.0","33:00","0:00","69.8","0:00","No","01:01.04","4","0.0"
Running,2020-01-19 06:00:05,false,"2020台北渣打馬拉松","26.34","1,884","03:21:59","150","169","4.2","188","213","7:40","6:18","171","230","1.12","0.0","0.0","--","--","0.0","0.0","0.0","3:21:59","0:00","62.6","0:00","No","02:29.57","27","0.0"
Running,2020-01-18 06:51:40,false,"草屯鎮 Running","0.76","71","00:06:36.5","130","139","1.0","185","195","8:39","7:46","--","52","1.00","0.0","0.0","--","--","0.0","0.0","0.0","6:36.5","0:00","68.0","0:00","No","00:00.00","1","0.0"
Running,2020-01-18 06:41:27,false,"草屯鎮 T1","1.01","83","00:06:31.1","149","160","2.0","198","213","6:29","5:25","--","3","1.26","0.0","0.0","--","--","0.0","0.0","0.0","6:31.1","0:00","68.0","0:00","No","00:01.98","2","0.0"
Running,2020-01-18 06:34:36,false,"草屯鎮 Running","0.73","70","00:05:56.0","138","148","1.4","195","209","8:10","6:52","49","3","1.01","0.0","0.0","--","--","0.0","0.0","0.0","5:56.0","0:00","73.4","0:00","No","00:00.00","1","0.0"
Running,2020-01-17 06:51:05,false,"草屯鎮 T2","2.01","162","00:13:16","147","168","2.4","196","230","6:37","5:08","--","10","1.24","0.0","0.0","--","--","0.0","0.0","0.0","13:16","0:00","68.0","0:00","No","00:02.25","3","0.0"
Running,2020-01-17 06:38:51,false,"草屯鎮 Running","1.00","75","00:09:00.8","113","134","0.7","188","199","8:59","7:55","49","--","0.95","0.0","0.0","--","--","0.0","0.0","0.0","9:00.8","0:00","75.2","0:00","No","00:01.65","2","0.0"
Running,2020-01-16 06:52:08,false,"草屯鎮 T3","3.01","253","00:19:54","154","168","3.0","199","230","6:37","5:27","3","7","1.23","0.0","0.0","--","--","0.0","0.0","0.0","19:54","0:00","66.2","0:00","No","00:03.06","4","0.0"
Running,2020-01-16 06:40:58,false,"草屯鎮 Running","1.00","105","00:09:03.4","139","153","2.0","187","206","9:01","8:00","49","--","0.95","0.0","0.0","--","--","0.0","0.0","0.0","9:03.4","0:00","73.4","0:00","No","00:00.93","2","0.0"
Running,2020-01-15 06:44:12,false,"草屯鎮 T4","4.00","338","00:26:52","153","168","3.2","197","230","6:43","5:36","3","20","1.22","0.0","0.0","--","--","0.0","0.0","0.0","26:52","0:00","62.6","0:00","No","00:00.98","5","0.0"
Running,2020-01-15 06:33:31,false,"草屯鎮 Running","1.01","94","00:08:51.4","133","152","1.9","188","201","8:47","7:27","52","3","0.97","0.0","0.0","--","--","0.0","0.0","0.0","8:51.4","0:00","71.6","0:00","No","00:03.23","2","0.0"
Running,2020-01-14 07:23:29,false,"草屯鎮 Running","1.00","87","00:09:28.9","123","140","1.0","181","191","9:26","8:19","--","49","0.94","0.0","0.0","--","--","0.0","0.0","0.0","9:28.9","0:00","68.0","0:00","No","00:02.90","2","0.0"
Running,2020-01-14 06:54:53,false,"草屯鎮中山公園 LT3 ","3.01","231","00:19:02","156","169","3.0","198","226","6:20","5:15","--","20","1.29","0.0","0.0","--","--","0.0","0.0","0.0","19:02","0:00","66.2","0:00","No","00:02.13","4","0.0"
Running,2020-01-14 06:43:25,false,"草屯鎮 Running","1.01","95","00:09:14.9","134","149","1.9","183","199","9:11","8:00","43","--","0.96","0.0","0.0","--","--","0.0","0.0","0.0","9:14.9","0:00","75.2","0:00","No","00:03.18","2","0.0"
Running,2020-01-13 06:44:53,false,"草屯鎮 RC10k ","6.20","526","00:53:34","142","161","3.1","189","203","8:38","7:49","121","135","0.99","0.0","0.0","--","--","0.0","0.0","0.0","53:34","0:00","64.4","0:00","No","01:41.40","7","0.0"
Running,2020-01-12 06:36:24,false,"魚池鄉 Running","17.48","1,376","02:28:22","146","164","3.4","186","213","8:29","5:41","1,250","1,270","1.02","0.0","0.0","--","--","0.0","0.0","0.0","2:28:22","0:00","60.8","0:00","No","03:32.55","18","0.0"
Running,2020-01-11 06:39:26,false,"草屯鎮 RC10k ","6.20","529","00:57:49","134","156","2.3","185","199","9:19","8:03","98","121","0.93","0.0","0.0","--","--","0.0","0.0","0.0","57:49","0:00","66.2","0:00","No","01:56.38","7","0.0"
Running,2020-01-10 17:25:06,false,"草屯鎮 RC5k","3.11","248","00:27:14","129","140","2.2","185","199","8:46","7:54","36","36","0.99","0.0","0.0","--","--","0.0","0.0","0.0","27:14","0:00","75.2","0:00","No","00:57.58","4","0.0"
Running,2020-01-10 05:55:12,false,"中正區 RC6","6.00","490","00:58:24","127","150","2.2","183","206","9:44","8:03","10","23","0.90","0.0","0.0","--","--","0.0","0.0","0.0","58:24","0:00","71.6","0:00","No","00:02.49","7","0.0"
Running,2020-01-09 21:27:46,false,"1/9/2020 凱道RC5k","3.10","280","00:30:53","127","141","2.1","175","199","9:58","8:04","20","10","0.93","0.0","0.0","--","--","0.0","0.0","0.0","30:53","0:00","69.8","0:00","No","01:03.49","4","0.0"
Running,2020-01-08 06:46:56,false,"San Jose RC10k ","6.20","587","00:54:54","143","171","3.0","187","206","8:51","7:02","121","151","0.97","0.0","0.0","--","--","0.0","0.0","0.0","54:54","0:00","55.4","0:00","No","01:52.92","7","0.0"
Running,2020-01-07 07:22:58,false,"San Jose Running","1.10","111","00:09:53.2","137","152","2.0","181","188","8:59","8:03","13","16","0.99","0.0","0.0","--","--","0.0","0.0","0.0","9:53.2","0:00","48.2","0:00","No","00:56.19","2","0.0"
Running,2020-01-07 06:54:52,false,"San Jose Running","4.01","310","00:25:19","151","164","3.1","198","215","6:19","5:19","13","13","1.28","0.0","0.0","--","--","0.0","0.0","0.0","25:19","0:00","50.0","0:00","No","00:01.73","5","0.0"
Running,2020-01-07 06:45:04,false,"San Jose Running","1.01","96","00:08:29.7","139","149","1.9","191","230","8:26","7:03","10","16","1.00","0.0","0.0","--","--","0.0","0.0","0.0","8:29.7","0:00","66.2","0:00","No","00:02.87","2","0.0"
Running,2020-01-06 06:42:10,false,"San Jose RC10k ","6.20","572","00:55:57","137","160","2.5","186","201","9:01","8:10","131","144","0.96","0.0","0.0","--","--","0.0","0.0","0.0","55:57","0:00","50.0","0:00","No","01:40.73","7","0.0"
Running,2020-01-05 07:31:25,false,"San Jose Long 16","16.00","1,266","02:05:39","139","161","3.1","189","208","7:51","6:42","121","174","1.09","0.0","0.0","--","--","0.0","0.0","0.0","2:05:39","0:00","55.4","0:00","No","00:03.09","17","0.0"
Running,2020-01-04 09:01:21,false,"San Jose CD1","1.01","101","00:08:25.1","142","156","2.0","185","196","8:22","8:03","20","20","1.04","0.0","0.0","--","--","0.0","0.0","0.0","8:25.1","0:00","59.0","0:00","No","00:02.46","2","0.0"
Running,2020-01-04 07:57:30,false,"Leland T9 ","9.01","698","00:59:16","150","171","3.6","198","215","6:35","6:03","59","82","1.23","0.0","0.0","--","--","0.0","0.0","0.0","59:16","0:00","59.0","0:00","No","00:01.26","10","0.0"
Running,2020-01-03 11:29:07,false,"Cupertino RC6","5.94","499","00:51:44","137","156","--","187","210","8:43","2:04","122","109","0.99","0.0","0.0","--","--","0.0","0.0","0.0","51:44","0:00","0.0","0:00","No","08:02.88","6","0.0"
Running,2020-01-03 06:58:03,false,"San Jose RC4","4.00","359","00:34:31","134","147","2.5","188","211","8:37","7:55","102","118","0.99","0.0","0.0","--","--","0.0","0.0","0.0","34:31","0:00","59.0","0:00","No","00:02.14","5","0.0"
Running,2020-01-02 11:12:25,false,"Cupertino RC5","5.00","411","00:44:14","133","148","2.2","185","201","8:50","4:36","67","73","0.99","0.0","0.0","--","--","0.0","0.0","0.0","44:14","0:00","0.0","0:00","No","00:01.71","6","0.0"
Running,2020-01-02 07:07:21,false,"San Jose RC5k","3.10","328","00:28:03","143","160","3.0","186","202","9:02","7:55","36","52","0.96","0.0","0.0","--","--","0.0","0.0","0.0","28:03","0:00","59.0","0:00","No","00:56.86","4","0.0"
Running,2020-01-01 07:33:05,false,"San Jose Happy New Year RC10k ","6.20","566","00:55:02","134","151","2.5","186","203","8:53","8:10","144","118","0.97","0.0","0.0","--","--","0.0","0.0","0.0","55:02","0:00","57.2","0:00","No","01:43.06","7","0.0"
Running,2019-12-31 09:08:25,false,"San Jose Running","0.69","74","00:06:19.5","141","151","1.5","179","192","9:06","7:58","--","10","0.99","0.0","0.0","--","--","0.0","0.0","0.0","6:19.5","0:00","55.4","0:00","No","00:06.49","5","0.0"
Running,2019-12-31 08:02:48,false,"Leland T9","9.00","694","01:01:05","146","166","3.6","198","224","6:47","6:14","33","36","1.20","0.0","0.0","--","--","0.0","0.0","0.0","1:01:05","0:00","55.4","0:00","No","00:01.59","10","0.0"
Running,2019-12-30 11:14:50,false,"San Jose Double run, RC4","4.01","399","00:38:37","137","156","2.6","183","211","9:39","8:19","75","66","0.91","0.0","0.0","--","--","0.0","0.0","0.0","38:37","0:00","68.0","0:00","No","00:02.50","5","0.0"
